GeneName,GN_Syn
AC068860.1,AC068860.1
DBX1,DBX1
HTATIP2,HTATIP2
PRMT3,PRMT3
HMGB1P40,HMGB1P40
SLC6A5,SLC6A5
NELL1,NELL1
AC090707.1,AC090707.1
RNA5SP336,RNA5SP336
AC090857.1,AC090857.1
AC090857.2,AC090857.2
AC099730.1,AC099730.1
RNA5SP337,RNA5SP337
ANO5,ANO5
AC107882.1,AC107882.1
AC107886.1,AC107886.1
AC104009.1,AC104009.1
SLC17A6,SLC17A6
AC040936.1,AC040936.1
LINC01495,LINC01495
AC055878.1,AC055878.1
FANCF,FANCF
GAS2,GAS2
RNA5SP338,RNA5SP338
SVIP,SVIP
AC006299.1,AC006299.1
CCDC179,CCDC179
AC090092.1,AC090092.1
AC100767.2,AC100767.2
WIZP1,WIZP1
MIR8054,MIR8054
AC100767.1,AC100767.1
THAP12P4,THAP12P4
AC068472.1,AC068472.1
AC100768.2,AC100768.2
AC100768.1,AC100768.1
RNU6-783P,RNU6-783P
AC099842.1,AC099842.1
AC015771.1,AC015771.1
RF00019,RF00019
LUZP2,LUZP2
AC115990.1,AC115990.1
AC087373.1,AC087373.1
RPL36AP40,RPL36AP40
AC100770.1,AC100770.1
AC090592.1,AC090592.1
AC013799.1,AC013799.1
AC024341.1,AC024341.1
AC099687.1,AC099687.1
AC021698.1,AC021698.1
ANO3,ANO3
AC079064.1,AC079064.1
MUC15,MUC15
SLC5A12,SLC5A12
FIBIN,FIBIN
BBOX1,BBOX1
BBOX1-AS1,BBOX1-AS1
CCDC34,CCDC34
LGR4,LGR4
AC100771.2,AC100771.2
AC100771.1,AC100771.1
LIN7C,LIN7C
BDNF-AS,BDNF-AS
MIR8087,MIR8087
RNA5SP339,RNA5SP339
AC104563.1,AC104563.1
LINC00678,LINC00678
BDNF,BDNF
AC103796.1,AC103796.1
CBX3P1,CBX3P1
HSP90AA2P,HSP90AA2P
AC090159.1,AC090159.1
KIF18A,KIF18A
MIR610,MIR610
METTL15,METTL15
AC023206.1,AC023206.1
RN7SKP158,RN7SKP158
AC104978.1,AC104978.1
MIR8068,MIR8068
AC013714.1,AC013714.1
AC100773.1,AC100773.1
AC090833.1,AC090833.1
OR2BH1P,OR2BH1P
AC090791.1,AC090791.1
AC110056.1,AC110056.1
AC090124.1,AC090124.1
AC090124.3,AC090124.3
AC090124.2,AC090124.2
AC110058.1,AC110058.1
LINC02546,LINC02546
HNRNPRP2,HNRNPRP2
AC107973.1,AC107973.1
RN7SL240P,RN7SL240P
RPL7AP58,RPL7AP58
LINC01616,LINC01616
KCNA4,KCNA4
AC124657.1,AC124657.1
AL358944.1,AL358944.1
FSHB,FSHB
ARL14EP,ARL14EP
RPL12P30,RPL12P30
MPPED2,MPPED2
AL353699.1,AL353699.1
MPPED2-AS1,MPPED2-AS1
DCDC1,DCDC1
CYCSP25,CYCSP25
AL137804.1,AL137804.1
DNAJC24,DNAJC24
IMMP1L,IMMP1L
ELP4,ELP4
AC131571.1,AC131571.1
PAX6,PAX6
PAUPAR,PAUPAR
AL035078.4,AL035078.4
AL035078.1,AL035078.1
AL035078.3,AL035078.3
AL035078.2,AL035078.2
RF00012,RF00012
EIF4A2P5,EIF4A2P5
RCN1,RCN1
AL078612.1,AL078612.1
THEM7P,THEM7P
AL078612.2,AL078612.2
WT1,WT1
WT1-AS,WT1-AS
RF02203,RF02203
RF02204,RF02204
RF02205,RF02205
RF02208,RF02208
RF02209,RF02209
RF02210,RF02210
EIF3M,EIF3M
HNRNPA3P9,HNRNPA3P9
CCDC73,CCDC73
AL049714.1,AL049714.1
PRRG4,PRRG4
QSER1,QSER1
RF00019,RF00019
DEPDC7,DEPDC7
TCP11L1,TCP11L1
PIGCP1,PIGCP1
LINC00294,LINC00294
CSTF3,CSTF3
CSTF3-DT,CSTF3-DT
RF00019,RF00019
RPL29P23,RPL29P23
RF00019,RF00019
AL136126.1,AL136126.1
HIPK3,HIPK3
KIAA1549L,KIAA1549L
AL137161.1,AL137161.1
AL133399.1,AL133399.1
AL049629.1,AL049629.1
C11orf91,C11orf91
AL049629.2,AL049629.2
CD59,CD59
FBXO3,FBXO3
FBXO3-DT,FBXO3-DT
AC113192.5,AC113192.5
AC113192.3,AC113192.3
AC113192.4,AC113192.4
AC113192.1,AC113192.1
AC113192.2,AC113192.2
LMO2,LMO2
AC132216.1,AC132216.1
CAPRIN1,CAPRIN1
NAT10,NAT10
ABTB2,ABTB2
RF00019,RF00019
AL139174.1,AL139174.1
AL035079.1,AL035079.1
CIR1P3,CIR1P3
CAT,CAT
ELF5,ELF5
AL137224.1,AL137224.1
AC087783.1,AC087783.1
EHF,EHF
AC087783.2,AC087783.2
AL359999.1,AL359999.1
APIP,APIP
PDHX,PDHX
MIR1343,MIR1343
AL356215.1,AL356215.1
CD44,CD44
CD44-AS1,CD44-AS1
AL133330.1,AL133330.1
SLC1A2,SLC1A2
AL133330.2,AL133330.2
AC090625.1,AC090625.1
AC090625.2,AC090625.2
PAMR1,PAMR1
AL135934.1,AL135934.1
FJX1,FJX1
AL138812.1,AL138812.1
TRIM44,TRIM44
AC090692.2,AC090692.2
KRT18P14,KRT18P14
AC090692.3,AC090692.3
AC090692.1,AC090692.1
LDLRAD3,LDLRAD3
AL136146.1,AL136146.1
AL136146.2,AL136146.2
RPL12P31,RPL12P31
MIR3973,MIR3973
AC129502.1,AC129502.1
COMMD9,COMMD9
PRR5L,PRR5L
AC087277.1,AC087277.1
AC087277.2,AC087277.2
AC009656.1,AC009656.1
TRAF6,TRAF6
AC061999.1,AC061999.1
RAG1,RAG1
RAG2,RAG2
C11orf74,C11orf74
AC104042.1,AC104042.1
RF00322,RF00322
RPL7AP56,RPL7AP56
AC103798.1,AC103798.1
AC103798.2,AC103798.2
LRRC6P1,LRRC6P1
AC021713.1,AC021713.1
AC022796.1,AC022796.1
LINC01493,LINC01493
AC021723.2,AC021723.2
AC021723.1,AC021723.1
RNU6-99P,RNU6-99P
AC021749.1,AC021749.1
AC021820.1,AC021820.1
AC080100.1,AC080100.1
LRRC4C,LRRC4C
RF00019,RF00019
AC090720.1,AC090720.1
RNU6-365P,RNU6-365P
AC090138.1,AC090138.1
AC021006.2,AC021006.2
AC021006.1,AC021006.1
AC021006.3,AC021006.3
LINC01499,LINC01499
AC023442.1,AC023442.1
AC023442.3,AC023442.3
AC023442.2,AC023442.2
AC079917.1,AC079917.1
AC090458.1,AC090458.1
AC109810.1,AC109810.1
AC009643.2,AC009643.2
AC009643.1,AC009643.1
HNRNPKP3,HNRNPKP3
API5,API5
AC087276.2,AC087276.2
RF00019,RF00019
TTC17,TTC17
AC087276.3,AC087276.3
AC087276.1,AC087276.1
RN7SKP287,RN7SKP287
PPIAP41,PPIAP41
CTBP2P6,CTBP2P6
AC068205.1,AC068205.1
MIR670,MIR670
MIR670HG,MIR670HG
AC068205.2,AC068205.2
MIR129-2,MIR129-2
HSD17B12,HSD17B12
AC068205.3,AC068205.3
RPL23AP63,RPL23AP63
PHBP2,PHBP2
AC068205.4,AC068205.4
AC087521.2,AC087521.2
AC087521.4,AC087521.4
ALKBH3,ALKBH3
SEC14L1P1,SEC14L1P1
ALKBH3-AS1,ALKBH3-AS1
AC087521.3,AC087521.3
C11orf96,C11orf96
AC087521.1,AC087521.1
ACCSL,ACCSL
ACCS,ACCS
AC134775.1,AC134775.1
EXT2,EXT2
ALX4,ALX4
AC010768.4,AC010768.4
AC010768.3,AC010768.3
CD82,CD82
AC010768.1,AC010768.1
AC010768.2,AC010768.2
RPL34P22,RPL34P22
AC104010.1,AC104010.1
AC104241.2,AC104241.2
AC104241.1,AC104241.1
TSPAN18,TSPAN18
TP53I11,TP53I11
AC068858.1,AC068858.1
PRDM11,PRDM11
AC103681.2,AC103681.2
SYT13,SYT13
AC103681.1,AC103681.1
AC103736.1,AC103736.1
AC018716.2,AC018716.2
AC103855.3,AC103855.3
AC018716.1,AC018716.1
AC103855.2,AC103855.2
AC103855.4,AC103855.4
AC103855.1,AC103855.1
CHST1,CHST1
AC087442.1,AC087442.1
MIR7154,MIR7154
AC044839.1,AC044839.1
AC044839.3,AC044839.3
AC044839.2,AC044839.2
DKFZp779M0652,DKFZp779M0652
SLC35C1,SLC35C1
AC044839.4,AC044839.4
CRY2,CRY2
MAPK8IP1,MAPK8IP1
AC068385.1,AC068385.1
C11orf94,C11orf94
PEX16,PEX16
LARGE2,LARGE2
PHF21A,PHF21A
AC024475.1,AC024475.1
AC024475.4,AC024475.4
AC024475.2,AC024475.2
AC024475.3,AC024475.3
AC116021.1,AC116021.1
LINC02489,LINC02489
CREB3L1,CREB3L1
DGKZ,DGKZ
MIR4688,MIR4688
MDK,MDK
CHRM4,CHRM4
AMBRA1,AMBRA1
AC024293.1,AC024293.1
MIR3160-1,MIR3160-1
MIR3160-2,MIR3160-2
AC127035.1,AC127035.1
HARBI1,HARBI1
ATG13,ATG13
ARHGAP1,ARHGAP1
ZNF408,ZNF408
F2,F2
CKAP5,CKAP5
MIR5582,MIR5582
RF00573,RF00573
SNORD67,SNORD67
LRP4-AS1,LRP4-AS1
LRP4,LRP4
C11orf49,C11orf49
AC103792.1,AC103792.1
AC090589.2,AC090589.2
ARFGAP2,ARFGAP2
AC090589.3,AC090589.3
PACSIN3,PACSIN3
MIR6745,MIR6745
AC090589.1,AC090589.1
DDB2,DDB2
AC018410.2,AC018410.2
ACP2,ACP2
NR1H3,NR1H3
MADD,MADD
AC018410.1,AC018410.1
AC090582.1,AC090582.1
MYBPC3,MYBPC3
SPI1,SPI1
AC090559.1,AC090559.1
MIR4487,MIR4487
SLC39A13,SLC39A13
PSMC3,PSMC3
RAPSN,RAPSN
CELF1,CELF1
AC090559.2,AC090559.2
RN7SL652P,RN7SL652P
NDUFS3,NDUFS3
PTPMT1,PTPMT1
KBTBD4,KBTBD4
RNU5E-10P,RNU5E-10P
KF459542.1,KF459542.1
FAM180B,FAM180B
C1QTNF4,C1QTNF4
MTCH2,MTCH2
AGBL2,AGBL2
FNBP4,FNBP4
RF00019,RF00019
NUP160,NUP160
AC021443.1,AC021443.1
RNA5SP340,RNA5SP340
RF00019,RF00019
YPEL5P2,YPEL5P2
AC023232.1,AC023232.1
PTPRJ,PTPRJ
PTPRJ-AS1,PTPRJ-AS1
MIR3161,MIR3161
OR4B1,OR4B1
OR4B2P,OR4B2P
OR4X2,OR4X2
OR4X1,OR4X1
OR4S1,OR4S1
OR4C3,OR4C3
OR4C4P,OR4C4P
OR4C5,OR4C5
OR4C2P,OR4C2P
OR4C10P,OR4C10P
OR4C9P,OR4C9P
OR4R1P,OR4R1P
OR4A47,OR4A47
OR4A48P,OR4A48P
OR4A46P,OR4A46P
OR4A40P,OR4A40P
OR4A43P,OR4A43P
OR4A45P,OR4A45P
OR4A41P,OR4A41P
OR4A42P,OR4A42P
OR4A44P,OR4A44P
AC027369.6,AC027369.6
AC027369.3,AC027369.3
AC027369.4,AC027369.4
AC027369.5,AC027369.5
TRIM51CP,TRIM51CP
AC027369.2,AC027369.2
TRIM51GP,TRIM51GP
TRIM53CP,TRIM53CP
AC027369.1,AC027369.1
TRIM49B,TRIM49B
TRIM64C,TRIM64C
AC084851.3,AC084851.3
AC084851.1,AC084851.1
UBTFL7,UBTFL7
AC084851.2,AC084851.2
AC118273.1,AC118273.1
AC118273.2,AC118273.2
TRIM77BP,TRIM77BP
UBTFL9,UBTFL9
FOLH1,FOLH1
AC118942.1,AC118942.1
TYRL,TYRL
CBX3P8,CBX3P8
AC135977.1,AC135977.1
AC136759.1,AC136759.1
AC130364.1,AC130364.1
AC130364.2,AC130364.2
TRIM51FP,TRIM51FP
AP006587.6,AP006587.6
AP006587.1,AP006587.1
AP006587.5,AP006587.5
AP006587.4,AP006587.4
TRIM51DP,TRIM51DP
AP006587.2,AP006587.2
AP006587.3,AP006587.3
OR4A1P,OR4A1P
OR4A49P,OR4A49P
OR4A18P,OR4A18P
OR4A19P,OR4A19P
OR4R3P,OR4R3P
OR4C13,OR4C13
OR4C12,OR4C12
OR4C48P,OR4C48P
OR4C45,OR4C45
OR4C49P,OR4C49P
GTF2IP11,GTF2IP11
AC109635.5,AC109635.5
AC109635.1,AC109635.1
AC109635.6,AC109635.6
AC109635.4,AC109635.4
AC109635.3,AC109635.3
AC109635.2,AC109635.2
AC024405.2,AC024405.2
AC024405.1,AC024405.1
OR4C50P,OR4C50P
OR4C46,OR4C46
OR4C7P,OR4C7P
OR4R2P,OR4R2P
OR4A4P,OR4A4P
OR4A3P,OR4A3P
OR4A2P,OR4A2P
OR4A8,OR4A8
OR4A7P,OR4A7P
OR4A5,OR4A5
OR4A6P,OR4A6P
TRIM48,TRIM48
AP005597.4,AP005597.4
AP005597.3,AP005597.3
AP005597.2,AP005597.2
TRIM51HP,TRIM51HP
AP005597.1,AP005597.1
OR4A11P,OR4A11P
OR4A12P,OR4A12P
OR4A16,OR4A16
OR4A15,OR4A15
OR4A9P,OR4A9P
OR4X7P,OR4X7P
OR4A10P,OR4A10P
OR4A17P,OR4A17P
OR4A13P,OR4A13P
OR4A50P,OR4A50P
OR4A21P,OR4A21P
OR4C1P,OR4C1P
OR4C14P,OR4C14P
OR4C15,OR4C15
OR4C16,OR4C16
OR4C11,OR4C11
OR4P4,OR4P4
OR4S2,OR4S2
OR4C6,OR4C6
OR4V1P,OR4V1P
OR4P1P,OR4P1P
AP006437.1,AP006437.1
OR5D2P,OR5D2P
OR5D3P,OR5D3P
OR5D17P,OR5D17P
OR5D13,OR5D13
OR5D15P,OR5D15P
OR5D14,OR5D14
OR5L1,OR5L1
OR5D18,OR5D18
OR5L2,OR5L2
OR5D16,OR5D16
OR9M1P,OR9M1P
AC036111.2,AC036111.2
AC036111.3,AC036111.3
AC036111.1,AC036111.1
TRIM51,TRIM51
OR5W1P,OR5W1P
OR5W2,OR5W2
OR5I1,OR5I1
OR10AF1P,OR10AF1P
OR10AK1P,OR10AK1P
OR10AG1,OR10AG1
OR7E5P,OR7E5P
OR5F1,OR5F1
OR5F2P,OR5F2P
OR5AS1,OR5AS1
OR5AQ1P,OR5AQ1P
OR5J1P,OR5J1P
OR5BE1P,OR5BE1P
OR8I2,OR8I2
OR8I4P,OR8I4P
OR8H2,OR8H2
OR5BN2P,OR5BN2P
OR8H3,OR8H3
OR5BN1P,OR5BN1P
OR8J3,OR8J3
OR8K4P,OR8K4P
OR8K5,OR8K5
OR5J7P,OR5J7P
OR5J2,OR5J2
OR8V1P,OR8V1P
AC022882.1,AC022882.1
OR8J2,OR8J2
OR5T2,OR5T2
OR5T3,OR5T3
OR5T1,OR5T1
OR8H1,OR8H1
OR8I1P,OR8I1P
OR8K3,OR8K3
FAM8A2P,FAM8A2P
OR8K2P,OR8K2P
OR8K1,OR8K1
OR8J1,OR8J1
RPL5P29,RPL5P29
OR8U1,OR8U1
OR8L1P,OR8L1P
OR5AL2P,OR5AL2P
OR5AL1,OR5AL1
OR5R1,OR5R1
OR5M4P,OR5M4P
AP002512.3,AP002512.3
OR5M9,OR5M9
OR5M3,OR5M3
OR5M2P,OR5M2P
OR5M8,OR5M8
AP002512.1,AP002512.1
OR5M7P,OR5M7P
AP002512.2,AP002512.2
OR5M6P,OR5M6P
OR5M5P,OR5M5P
OR5M11,OR5M11
OR5M10,OR5M10
OR5M13P,OR5M13P
OR5M1,OR5M1
OR5AM1P,OR5AM1P
OR5M12P,OR5M12P
OR5AP1P,OR5AP1P
OR5AP2,OR5AP2
OR5AR1,OR5AR1
OR2AH1P,OR2AH1P
AP004245.1,AP004245.1
OR9G1,OR9G1
AP001803.1,AP001803.1
OR9G3P,OR9G3P
OR9G4,OR9G4
MIR6128,MIR6128
OR9G2P,OR9G2P
OR5G1P,OR5G1P
OR5G4P,OR5G4P
OR5G5P,OR5G5P
OR5G3,OR5G3
AP001803.2,AP001803.2
FADS2P1,FADS2P1
OR5AK3P,OR5AK3P
OR5AK2,OR5AK2
OR5AK1P,OR5AK1P
OR5BQ1P,OR5BQ1P
OR5AK4P,OR5AK4P
OR5AO1P,OR5AO1P
OR5BP1P,OR5BP1P
LRRC55,LRRC55
APLNR,APLNR
TNKS1BP1,TNKS1BP1
AP000781.1,AP000781.1
SSRP1,SSRP1
P2RX3,P2RX3
PRG3,PRG3
PRG2,PRG2
AP000781.2,AP000781.2
SLC43A3,SLC43A3
RNA5SP341,RNA5SP341
RN7SKP259,RN7SKP259
RTN4RL2,RTN4RL2
AP002893.1,AP002893.1
SLC43A1,SLC43A1
RN7SL605P,RN7SL605P
TIMM10,TIMM10
SMTNL1,SMTNL1
UBE2L6,UBE2L6
RPS4XP13,RPS4XP13
SERPING1,SERPING1
AP000662.1,AP000662.1
MIR130A,MIR130A
YPEL4,YPEL4
CLP1,CLP1
ZDHHC5,ZDHHC5
MED19,MED19
TMX2,TMX2
TMX2-CTNND1,TMX2-CTNND1
PPIAP42,PPIAP42
SELENOH,SELENOH
AP001931.1,AP001931.1
BTBD18,BTBD18
CTNND1,CTNND1
OR5BA1P,OR5BA1P
AP003484.1,AP003484.1
OR5AZ1P,OR5AZ1P
OR5BD1P,OR5BD1P
CYCSP26,CYCSP26
OR9Q1,OR9Q1
RNU6-899P,RNU6-899P
OR6Q1,OR6Q1
VN2R9P,VN2R9P
AP004247.2,AP004247.2
AP004247.1,AP004247.1
OR9L1P,OR9L1P
OR9I3P,OR9I3P
OR9I1,OR9I1
OR9I2P,OR9I2P
OR5BL1P,OR5BL1P
OR9Q2,OR9Q2
OR1S2,OR1S2
OR1S1,OR1S1
OR10Q1,OR10Q1
EIF4A2P3,EIF4A2P3
OR10W1,OR10W1
OR10Q2P,OR10Q2P
OR5BC1P,OR5BC1P
OR5B19P,OR5B19P
OR5B10P,OR5B10P
AP000435.1,AP000435.1
OR5B17,OR5B17
OR5B1P,OR5B1P
OR5B15P,OR5B15P
OR5B3,OR5B3
OR5B2,OR5B2
OR5B12,OR5B12
AP003557.2,AP003557.2
AP003557.1,AP003557.1
OR5B21,OR5B21
LPXN,LPXN
ZFP91,ZFP91
ZFP91-CNTF,ZFP91-CNTF
AP001350.1,AP001350.1
CNTF,CNTF
AP001350.2,AP001350.2
GLYAT,GLYAT
AP000445.1,AP000445.1
AP000445.2,AP000445.2
TMA16P1,TMA16P1
GLYATL2,GLYATL2
GLYATL1P2,GLYATL1P2
GLYATL1,GLYATL1
AP001652.1,AP001652.1
AP001636.3,AP001636.3
AP001636.2,AP001636.2
GLYATL1P1,GLYATL1P1
AP001636.1,AP001636.1
GLYATL1P4,GLYATL1P4
GLYATL1B,GLYATL1B
FAM111B,FAM111B
FAM111A-DT,FAM111A-DT
AP001258.1,AP001258.1
FAM111A,FAM111A
DTX4,DTX4
MPEG1,MPEG1
RN7SL42P,RN7SL42P
WARSP1,WARSP1
SLC25A47P1,SLC25A47P1
AP002358.1,AP002358.1
AP002358.2,AP002358.2
RN7SL435P,RN7SL435P
OR5AN2P,OR5AN2P
OR5BR1P,OR5BR1P
OR5AN1,OR5AN1
OR5BB1P,OR5BB1P
OR5A2,OR5A2
OR5A1,OR5A1
OR4D6,OR4D6
OR4D10,OR4D10
OR4D8P,OR4D8P
OR4D11,OR4D11
OR4D9,OR4D9
OR4D7P,OR4D7P
AP000442.1,AP000442.1
OSBP,OSBP
MIR3162,MIR3162
AP000442.2,AP000442.2
PATL1,PATL1
AP000640.2,AP000640.2
RN7SKP192,RN7SKP192
OR10V1,OR10V1
STX3,STX3
OR10Y1P,OR10Y1P
OR10V3P,OR10V3P
OR10V2P,OR10V2P
AP000640.1,AP000640.1
FABP5P7,FABP5P7
MRPL16,MRPL16
GIF,GIF
TCN1,TCN1
OOSP3,OOSP3
SRD5A3P1,SRD5A3P1
OOSP1,OOSP1
OOSP1,OOSP1
OOSP4A,OOSP4A
OOSP4B,OOSP4B
OOSP2,OOSP2
MS4A3,MS4A3
AP000790.1,AP000790.1
MS4A2,MS4A2
AP001257.1,AP001257.1
MS4A6A,MS4A6A
MS4A4A,MS4A4A
MS4A4E,MS4A4E
MIR6503,MIR6503
MS4A6E,MS4A6E
MS4A7,MS4A7
MS4A14,MS4A14
MS4A5,MS4A5
MS4A1,MS4A1
MS4A12,MS4A12
MS4A13,MS4A13
AP003399.1,AP003399.1
LINC00301,LINC00301
MS4A8,MS4A8
MS4A18,MS4A18
MS4A15,MS4A15
MS4A10,MS4A10
AP000777.1,AP000777.1
AP000777.2,AP000777.2
AP000777.3,AP000777.3
CCDC86,CCDC86
PTGDR2,PTGDR2
ZP1,ZP1
PRPF19,PRPF19
AP003721.4,AP003721.4
AP003721.3,AP003721.3
TMEM109,TMEM109
AP003721.1,AP003721.1
TMEM132A,TMEM132A
SLC15A3,SLC15A3
CD6,CD6
RNU6-933P,RNU6-933P
AP003721.2,AP003721.2
CD5,CD5
VPS37C,VPS37C
AP000437.1,AP000437.1
PGA3,PGA3
PGA4,PGA4
AP003037.1,AP003037.1
PGA5,PGA5
VWCE,VWCE
DDB1,DDB1
TKFC,TKFC
CYB561A3,CYB561A3
AP003108.3,AP003108.3
TMEM138,TMEM138
TMEM216,TMEM216
CPSF7,CPSF7
AP003108.4,AP003108.4
AP003108.2,AP003108.2
SDHAF2,SDHAF2
RN7SL23P,RN7SL23P
PPP1R32,PPP1R32
AP003108.1,AP003108.1
MIR4488,MIR4488
LRRC10B,LRRC10B
SYT7,SYT7
AP003108.5,AP003108.5
AP003559.1,AP003559.1
AP002754.1,AP002754.1
RPLP0P2,RPLP0P2
AP002754.2,AP002754.2
DAGLA,DAGLA
DKFZP434K028,DKFZP434K028
MYRF,MYRF
TMEM258,TMEM258
MIR611,MIR611
FEN1,FEN1
FADS2,FADS2
FADS1,FADS1
MIR1908,MIR1908
FADS3,FADS3
MIR6746,MIR6746
RAB3IL1,RAB3IL1
RNU6-1243P,RNU6-1243P
BEST1,BEST1
FTH1,FTH1
AP003733.4,AP003733.4
AP003733.1,AP003733.1
AP003733.2,AP003733.2
AP003733.3,AP003733.3
AP002793.1,AP002793.1
INCENP,INCENP
EEF1DP8,EEF1DP8
SCGB1D1,SCGB1D1
SCGB2A1,SCGB2A1
AP003306.1,AP003306.1
SCGB1D2,SCGB1D2
SCGB2A2,SCGB2A2
SCGB1D4,SCGB1D4
NPM1P35,NPM1P35
AP003306.2,AP003306.2
ASRGL1,ASRGL1
RCC2P6,RCC2P6
AP003064.1,AP003064.1
SCGB1A1,SCGB1A1
AP003064.2,AP003064.2
AHNAK,AHNAK
AP001363.1,AP001363.1
AP001363.2,AP001363.2
EEF1G,EEF1G
AP002990.1,AP002990.1
MIR6747,MIR6747
TUT1,TUT1
MTA2,MTA2
EML3,EML3
AP001458.1,AP001458.1
ROM1,ROM1
B3GAT3,B3GAT3
GANAB,GANAB
INTS5,INTS5
AP001458.2,AP001458.2
C11orf98,C11orf98
LBHD1,LBHD1
CSKMT,CSKMT
SNORA57,SNORA57
UQCC3,UQCC3
UBXN1,UBXN1
LRRN4CL,LRRN4CL
BSCL2,BSCL2
HNRNPUL2-BSCL2,HNRNPUL2-BSCL2
GNG3,GNG3
HNRNPUL2,HNRNPUL2
TTC9C,TTC9C
ZBTB3,ZBTB3
POLR2G,POLR2G
AP001160.2,AP001160.2
TAF6L,TAF6L
TMEM223,TMEM223
AP001160.3,AP001160.3
TMEM179B,TMEM179B
MIR6748,MIR6748
NXF1,NXF1
MIR6514,MIR6514
STX5,STX5
AP001160.4,AP001160.4
RNU6-118P,RNU6-118P
AP001160.1,AP001160.1
TEX54,TEX54
WDR74,WDR74
RNU2-2P,RNU2-2P
SNHG1,SNHG1
SNORD22,SNORD22
SNORD30,SNORD30
RF00099,RF00099
SNORD28,SNORD28
SNORD27,SNORD27
SNORD26,SNORD26
SNORD25,SNORD25
SLC3A2,SLC3A2
CHRM1,CHRM1
AP000438.1,AP000438.1
RN7SL259P,RN7SL259P
SLC22A6,SLC22A6
AP000438.2,AP000438.2
SLC22A8,SLC22A8
AP001858.2,AP001858.2
AP001858.1,AP001858.1
SLC22A24,SLC22A24
RPL29P22,RPL29P22
SLC22A10,SLC22A10
SLC22A25,SLC22A25
AP001880.2,AP001880.2
CCND2P1,CCND2P1
AP001880.1,AP001880.1
SLC22A9,SLC22A9
HRASLS5,HRASLS5
AP000484.1,AP000484.1
LGALS12,LGALS12
RARRES3,RARRES3
HRASLS2,HRASLS2
PLA2G16,PLA2G16
AP000753.1,AP000753.1
ATL3,ATL3
IMMP1LP1,IMMP1LP1
AP000753.2,AP000753.2
RTN3,RTN3
AP000753.3,AP000753.3
C11orf95,C11orf95
RN7SL596P,RN7SL596P
SPINDOC,SPINDOC
AP006289.1,AP006289.1
MARK2,MARK2
RNU6-1306P,RNU6-1306P
RCOR2,RCOR2
NAA40,NAA40
RNU6-45P,RNU6-45P
COX8A,COX8A
AP000721.1,AP000721.1
OTUB1,OTUB1
MACROD1,MACROD1
AP000721.2,AP000721.2
AP006333.2,AP006333.2
FLRT1,FLRT1
AP006333.1,AP006333.1
STIP1,STIP1
FERMT3,FERMT3
TRPT1,TRPT1
NUDT22,NUDT22
AP001453.1,AP001453.1
DNAJC4,DNAJC4
VEGFB,VEGFB
FKBP2,FKBP2
PPP1R14B,PPP1R14B
AP001453.2,AP001453.2
AP001453.3,AP001453.3
PLCB3,PLCB3
BAD,BAD
GPR137,GPR137
KCNK4,KCNK4
KCNK4-TEX40,KCNK4-TEX40
RF00019,RF00019
CATSPERZ,CATSPERZ
ESRRA,ESRRA
TRMT112,TRMT112
PRDX5,PRDX5
AP003774.4,AP003774.4
CCDC88B,CCDC88B
MIR7155,MIR7155
RPS6KA4,RPS6KA4
MIR1237,MIR1237
AP003774.3,AP003774.3
AP003774.2,AP003774.2
AP003774.1,AP003774.1
AP005273.1,AP005273.1
AP006288.1,AP006288.1
SLC22A11,SLC22A11
SLC22A12,SLC22A12
NRXN2,NRXN2
AP001092.1,AP001092.1
RASGRP2,RASGRP2
PYGM,PYGM
SF1,SF1
AP001462.1,AP001462.1
MAP4K2,MAP4K2
MEN1,MEN1
CDC42BPG,CDC42BPG
EHD1,EHD1
AP001187.1,AP001187.1
MIR194-2HG,MIR194-2HG
MIR192,MIR192
MIR194-2,MIR194-2
ATG2A,ATG2A
MIR6750,MIR6750
MIR6749,MIR6749
PPP2R5B,PPP2R5B
GPHA2,GPHA2
MAJIN,MAJIN
BATF2,BATF2
ARL2,ARL2
ARL2-SNX15,ARL2-SNX15
MIR6879,MIR6879
AP000436.1,AP000436.1
SNX15,SNX15
SAC3D1,SAC3D1
NAALADL1,NAALADL1
CDCA5,CDCA5
ZFPL1,ZFPL1
TMEM262,TMEM262
VPS51,VPS51
AP003068.1,AP003068.1
TM7SF2,TM7SF2
ZNHIT2,ZNHIT2
AP003068.3,AP003068.3
AP003068.4,AP003068.4
FAU,FAU
SYVN1,SYVN1
MRPL49,MRPL49
MIR6751,MIR6751
HIGD1AP10,HIGD1AP10
RNU2-23P,RNU2-23P
PDCL2P2,PDCL2P2
SPDYC,SPDYC
PGAM1P8,PGAM1P8
AP003068.2,AP003068.2
CAPN1,CAPN1
SLC22A20P,SLC22A20P
POLA2,POLA2
AP000944.2,AP000944.2
CDC42EP2,CDC42EP2
DPF2,DPF2
TIGD3,TIGD3
AP000944.1,AP000944.1
SLC25A45,SLC25A45
FRMD8,FRMD8
NEAT1,NEAT1
RF01955,RF01955
RF01956,RF01956
RF01957,RF01957
MIR612,MIR612
RF01684,RF01684
AP000769.1,AP000769.1
AP000769.3,AP000769.3
MALAT1,MALAT1
AP000769.2,AP000769.2
RF01871,RF01871
RF01684,RF01684
SNRPGP19,SNRPGP19
SCYL1,SCYL1
LTBP3,LTBP3
AP001362.1,AP001362.1
SSSCA1-AS1,SSSCA1-AS1
SSSCA1,SSSCA1
FAM89B,FAM89B
